Question,Started_time,Closed_time,Challenges_list,Tags_list,Description,Possible_Answers_dict
What will be the closing value of the S&P 500 Index on 28 March 2024?,"Dec 01, 2023 06:00PM UTC","Mar 28, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Economic Indicators']",The S&P 500 Index is one of the most followed indices for equity markets in the world (Investopedia - S&P 500). The question will be suspended on 27 March 2024 and the outcome determined using data from S&P as reported by the Federal Reserve Economic Data (FRED) database (FRED).,"{'Less than 3,425': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 3,425 and 3,675, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 3,675 but less than 3,925': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 3,925 and 4,175, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 4,175 but less than 4,425': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 4,425 and 4,675, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 4,675 but less than 4,925': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 4,925 and 5,175, inclusive': {'Correct?': False, 'Final Crowd Forecast': '14%'}, 'More than 5,175 but less than 5,425': {'Correct?': True, 'Final Crowd Forecast': '83%'}, 'Between 5,425 and 5,675, inclusive': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'More than 5,675': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
What percentage of global central bank allocated currency reserves be in US dollars in the fourth quarter of 2023?,"Apr 12, 2023 05:00PM UTC","Jan 01, 2024 08:01AM UTC","['In the News 2023', 'Superforecasting® Workshops Challenge']","['Economic Policy', 'Foreign Policy', 'Non-US Politics', 'US Policy']","Various political and economic factors have observers speculating whether the dominance of the US dollar in global finance may wane (The National, Business Insider). The question will be suspended on 31 December 2023 and the outcome determined using ""World Currency Composition of Official Foreign Exchange Reserves"" data as reported by the IMF, expected in March 2024 (IMF). As of launch, the IMF reported that 58.36% of allocated reserve were in US dollars in the fourth quarter of 2022.","{'Less than 56.00%': {'Correct?': False, 'Final Crowd Forecast': '8%'}, 'Between 56.00% and 58.00%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '15%'}, 'More than 58.00% but less than 60.00%': {'Correct?': True, 'Final Crowd Forecast': '71%'}, '60.00% or more': {'Correct?': False, 'Final Crowd Forecast': '6%'}}"
For how long will Sam Bankman-Fried be sentenced to serve in prison for his November 2023 federal criminal convictions?,"Nov 10, 2023 06:00PM UTC","Mar 28, 2024 03:50PM UTC",['In the News 2024'],"['Business', 'Finance', 'Technology', 'Society']","FTX founder Sam Bankman-Fried was convicted on seven federal criminal counts in his 2023 trial in New York (CNBC, Yahoo, Bloomberg Law). Bankman-Fried's sentencing was scheduled for 28 March 2024 as of the launch of this question (CoinDesk). Whether Bankman-Fried is credited for time served, sentenced to supervision following release, or appeals either his conviction or sentence is immaterial, and one year equates to 12 months irrespective of what month the sentence would begin or end.","{'Less than 10 years': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Between 10 years and 20 years, inclusive': {'Correct?': False, 'Final Crowd Forecast': '34%'}, 'More than 20 years but less than 30 years': {'Correct?': True, 'Final Crowd Forecast': '37%'}, '30 years or more': {'Correct?': False, 'Final Crowd Forecast': '23%'}, 'No sentencing will occur before 1 October 2024': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
"Who will Robert F. Kennedy, Jr. announce as his running mate in the 2024 US presidential election?","Mar 13, 2024 09:30PM UTC","Mar 26, 2024 07:30PM UTC","['2024 US Election Challenge', 'In the News 2024']","['Leader Entry/Exit', 'US Politics', 'Elections and Referenda']","On 13 March 2024, Kennedy's campaign said that he would announce his running mate at an event in Oakland, California, on 26 March 2024 (CNN, The Hill).","{'Tulsi Gabbard': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Tricia Lindsay': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Rand Paul': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Tony Robbins': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Aaron Rodgers': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Mike Rowe': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Jesse Ventura': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Andrew Yang': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Someone else': {'Correct?': True, 'Final Crowd Forecast': '86%'}, 'Kennedy will not announce his running mate before 9 April 2024 or will cease to be a candidate': {'Correct?': False, 'Final Crowd Forecast': '4%'}}"
"Will more international overnight visitors from China visit Dubai in 2023 than did in 2019, according to the Dubai Department of Economy and Tourism?","Nov 14, 2022 11:00PM UTC","Jan 01, 2024 08:01AM UTC","['In the News 2023', 'Dubai Future Experts Challenge 2023', 'Superforecasting® Workshops Challenge']","['Business', 'Health', 'Entertainment', 'Non-US Politics']","Dubai is expecting a surge in Chinese tourists once China eases its COVID-19 policy restrictions (The National). The outcome will be determined using data from the Dubai Department of Economy and Tourism (Dubai Tourism). In 2019, China accounted for 989,000 visitors (Dubai Tourism - 2019 Annual Report). For January through September 2022, Dubai has received 113,000 visitors from China versus 729,000 over the same period in 2019 (Dubai Tourism - Tourism Performance Report September 2022).","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '20.74%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '79.26%'}}"
What will be the yield for US 10-year Treasury securities on 22 March 2024?,"Dec 01, 2023 06:00PM UTC","Mar 22, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Economic Indicators', 'US Policy']","The yield (or interest rate) of the 10-year Treasury is a major benchmark for finance in the US (Investopedia). The question will be suspended on 21 March 2024 and the outcome determined using US Treasury data as reported by the Federal Reserve Economic Data (FRED) database, expected the following week (FRED). On 22 November 2023, the yield was 4.42%.","{'Lower than 2.80%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 2.80% and 3.20%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 3.20% but lower than 3.50%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 3.50% and 3.80%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 3.80% but lower than 4.10%': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Between 4.10% and 4.40%, inclusive': {'Correct?': True, 'Final Crowd Forecast': '88%'}, 'Higher than 4.40% but lower than 4.70%': {'Correct?': False, 'Final Crowd Forecast': '7%'}, 'Between 4.70% and 5.00%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 5.00% but lower than 5.40%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '5.40% or higher': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Will a first or second seed team in the 2024 NCAA Division I Women's Basketball Tournament lose in either the first or second round?,"Feb 16, 2024 06:00PM UTC","Mar 24, 2024 06:05PM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]",['Sports'],"Sixty-four (excluding the First Four games) women's college basketball teams, split into four groups of 16, will compete for the 2024 Women's Basketball Championship (NCAA - Women's NCAA Tournament Schedule). The teams playing and their seeds (i.e., their rankings within the group of 16) are scheduled to be announced on Selection Sunday on 17 March 2024 (ESPN). The question will be suspended on 24 March 2024 and the outcome determined once the first two rounds are completed, scheduled for 25 March 2024.","{'Yes': {'Correct?': True, 'Final Crowd Forecast': '31%'}, 'No': {'Correct?': False, 'Final Crowd Forecast': '69%'}}"
Will Senegal hold a presidential election in 2024?,"Feb 09, 2024 06:00PM UTC","Mar 24, 2024 06:00PM UTC","['In the News 2024', 'Foxes Ask']","['Society', 'Elections and Referenda', 'Non-US Politics']","Senegalese President Macky Sall decreed a delay in the country's presidential election that had been scheduled for 25 February 2024, which was followed by a parliamentary vote moving the date to December 2024 (France 24, BBC, NPR). The question will close early upon an election date being officially set for after 31 December 2024.","{'Yes': {'Correct?': True, 'Final Crowd Forecast': '97%'}, 'No': {'Correct?': False, 'Final Crowd Forecast': '3%'}}"
Will a first or second seed team in the 2024 NCAA Division I Men's Basketball Tournament lose in the first round?,"Feb 16, 2024 06:00PM UTC","Mar 22, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]",['Sports'],"Sixty-four (excluding the First Four games) men's college basketball teams, split into four groups of 16, will compete for the 2024 Men's Basketball Championship (NCAA - Men's NCAA Tournament Schedule). The teams playing and their seeds (i.e., their rankings within the group of 16) are scheduled to be announced on Selection Sunday on 17 March 2024 (ESPN). The question will be suspended on 21 March 2024 and the outcome determined once the first round is completed, scheduled for 22 March 2024.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '48%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '52%'}}"
What will be the weekly average interest rate for 30-year fixed rate mortgages in the US for the week ending 21 March 2024?,"Dec 01, 2023 06:00PM UTC","Mar 21, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Society', 'Economic Indicators']","Mortgage rates fell from multi-decade highs in November 2023 and are expected to fall as expectations of additional interest rate hikes from the Federal Reserve recede (Yahoo). The question will be suspended 20 March 2024 and the outcome determined using Freddie Mac 30-year fixed rate mortgage average data as reported by the Federal Reserve Economic Data (FRED) database (FRED). For the week ending 16 November 2023, the weekly average interest rate for 30-year fixed-rate mortgages in the US was 7.44%.","{'Lower than 5.50%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 5.50% and 5.90%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 5.90% but lower than 6.30%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 6.30% and 6.70%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '22%'}, 'Higher than 6.70% but lower than 7.10%': {'Correct?': True, 'Final Crowd Forecast': '74%'}, 'Between 7.10% and 7.50%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'More than 7.50%': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
"Before 21 March 2024, will the Federal Reserve announce a cut in the US federal funds rate?","Jun 30, 2023 05:00PM UTC","Mar 21, 2024 07:01AM UTC","['In the News 2024', '2024 US Election Challenge']","['Finance', 'Economic Policy', 'US Policy']","As the Federal Reserve increases interest rates to combat inflation, there are concerns whether the US will be pushed into recession (USA Today, AP, CNBC). Conditional announcements (e.g., if the labor market deteriorates, if inflation falls) would not count. The last time the Federal Reserve announced a cut to the US federal funds rate was 15 March 2020 (Federal Reserve).","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '1.51%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '98.49%'}}"
"At close of business on 20 March 2024, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 31 January 2024?","Nov 03, 2023 05:00PM UTC","Mar 20, 2024 07:01AM UTC",['In the News 2024'],"['Business', 'Finance', 'Economic Policy', 'US Policy']",The US federal funds rate is the interest rate charged for overnight lending among financial institutions with accounts at the Federal Reserve and sets the base rate for borrowing costs across the financial system (Federal Reserve). The target range for the federal funds rate is set by the Federal Open Market Committee (FOMC). Its March meeting is scheduled for 19-20 March 2024.,"{'Lower': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Same': {'Correct?': True, 'Final Crowd Forecast': '99%'}, 'Higher': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Which candidate will win the 2024 Indonesian presidential election?,"Nov 03, 2023 05:00PM UTC","Feb 14, 2024 08:01AM UTC","['In the News 2024', 'City University of Hong Kong Challenge', 'The Economist: The World Ahead 2024', 'Foxes Ask']","['Leader Entry/Exit', 'Elections and Referenda', 'Non-US Politics']","Incumbent Indonesian President Joko Widodo is ineligible for reelection due to term limits, leaving three major candidates vying for the position (Economist, AP, Al Jazeera, Carnegie Endowment for International Peace). The 2024 presidential election scheduled for 14 February 2024 and a runoff on 26 June 2024 if needed (Jakarta Post - Election 2024). A forecast for a candidate who ceases to be a candidate would be considered a forecast for the replacement candidate chosen under Indonesian law. If the election (either round) is canceled or postponed to a date after 30 September 2024, the question will close ""Another outcome.""","{'Anies Baswedan': {'Correct?': False, 'Final Crowd Forecast': '13%'}, 'Ganjar Pranowo': {'Correct?': False, 'Final Crowd Forecast': '20%'}, 'Prabowo Subianto': {'Correct?': True, 'Final Crowd Forecast': '66%'}, 'Another outcome': {'Correct?': False, 'Final Crowd Forecast': '2%'}}"
Who will win the Republican primary for the US Senate election for Ohio in 2024?,"Jan 12, 2024 06:00PM UTC","Mar 19, 2024 07:01AM UTC","['2024 US Election Challenge', 'In the News 2024']","['Leader Entry/Exit', 'US Politics', 'Elections and Referenda']","The race to face incumbent US Sen. Sherrod Brown includes state Sen. Matt Dolan, Ohio Secretary of State Frank LaRose, and Trump-endorsed Bernie Moreno (Politico, NBC News). The Republican primary is scheduled for 19 March 2024 (Ballotpedia).","{'Matt Dolan': {'Correct?': False, 'Final Crowd Forecast': '14%'}, 'Frank LaRose': {'Correct?': False, 'Final Crowd Forecast': '9%'}, 'Bernie Moreno': {'Correct?': True, 'Final Crowd Forecast': '77%'}, 'Someone else': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
How many passenger cars will be produced in the EU in 2023?,"Sep 28, 2022 05:00PM UTC","Jan 01, 2024 08:01AM UTC","['In the News 2023', 'Superforecasting® Workshops Challenge']","['Business', 'Technology', 'Economic Indicators']","The outcome will be determined using data as reported by the European Automobile Manufacturers Association (ACEA) (ACEA). As of the launch of this question, the ACEA reported 9,946,696 cars produced in 2021.","{'Fewer than 9.5 million': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 9.5 million and 10.5 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'More than 10.5 million but fewer than 11.5 million': {'Correct?': False, 'Final Crowd Forecast': '26%'}, 'Between 11.5 million and 12.5 million, inclusive': {'Correct?': True, 'Final Crowd Forecast': '60%'}, 'More than 12.5 million': {'Correct?': False, 'Final Crowd Forecast': '9%'}}"
What will be the annualized rate of US housing starts for February 2024?,"Dec 01, 2023 06:00PM UTC","Mar 01, 2024 08:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Society']","The rate of housing starts, a measure of new home construction in the US, has trended down since May 2023 as interest rates price many potential homebuyers out of the market (US News & World Report, Finance & Commerce). The question will be suspended on 29 February 2024 and the outcome determined using data provided by the US Census Bureau as reported by the Federal Reserve Economic Data (FRED) database for February 2024, expected in March 2024 (FRED). As of the launch of this question, housing starts totaled 1.436 million in February 2023.","{'Fewer than 1.20 million': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Between 1.20 million and 1.35 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '19%'}, 'More than 1.35 million but fewer than 1.50 million': {'Correct?': False, 'Final Crowd Forecast': '47%'}, 'Between 1.50 million and 1.65 million, inclusive': {'Correct?': True, 'Final Crowd Forecast': '22%'}, 'More than 1.65 million but fewer than 1.80 million': {'Correct?': False, 'Final Crowd Forecast': '6%'}, '1.80 million or more': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
Who will win the next Russian presidential election?,"Jul 28, 2023 05:00PM UTC","Mar 17, 2024 05:00PM UTC","['Russia-Ukraine Conflict', 'In the News 2024', 'Foxes Ask']","['Leader Entry/Exit', 'Security and Conflict', 'Elections and Referenda', 'Non-US Politics']","The next presidential election in Russia under current law is scheduled for 17 March 2024 (Moscow Times, Carnegie Endowment for International Peace, inews).","{'Vladimir Putin, who will win with 80% or more of the votes cast': {'Correct?': True, 'Final Crowd Forecast': '64%'}, 'Vladimir Putin, who will win with less than 80% of the votes cast': {'Correct?': False, 'Final Crowd Forecast': '34%'}, 'Someone else': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'No election will be held before 1 June 2024': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
"In Lindke v. Freed, will the Supreme Court rule that City Manager James Freed violated Kevin Lindke's First Amendment rights by blocking Lindke on his Facebook page?","Sep 22, 2023 05:00PM UTC","Mar 15, 2024 02:00PM UTC",['In the News 2024'],"['Technology', 'Society', 'US Policy']","James Freed, a city manager in Port Huron, MI, blocked Lindke from his Facebook page after Lindke posted disapproving comments about policy decisions [by Freed], and Lindke sued (Oyez). After both the district court and the 6th Circuit Court of Appeals ruled for Freed, Lindke appealed to the Supreme Court, which agreed to hear the case (ABA Journal, SCOTUSblog). The outcome of O'Connor-Ratcliff v. Garnier, a similar case with oral arguments scheduled for the same day as Lindke v. Freed, is immaterial (Supreme Court - Argument Calendar). The Supreme Court is expected to hand down its decision in its 2023 term, but if it does not, the question will close as ""No."" If the Court decides this case without addressing this question's particular issue of law, the question will close as ""No.""","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '16%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '84%'}}"
"Before 20 April 2024, will a US court either 1) rule that District Attorney Fani Willis and/or special prosecutor Nathan Wade are disqualified from prosecuting any or all defendants in the Georgia criminal case against Donald Trump and/or any of his codefendants, or 2) dismiss any of those indictments due to purported impropriety by Willis and/or Wade?","Jan 10, 2024 06:00PM UTC","Mar 15, 2024 01:00PM UTC","['2024 US Election Challenge', 'In the News 2024']","['US Politics', 'Elections and Referenda']","On 8 January 2024, an attorney for one of Donald Trump's codefendants filed a motion seeking to disqualify Willis and Wade and dismiss an indictment for, among other things, having an improper relationship (The Hill, ABC News, Motion to Disqualify and Dismiss, PBS). Appeals and litigation subsequent to a ruling or dismissal are immaterial. A ruling or dismissal in either a state or federal court would count.","{'Yes': {'Correct?': True, 'Final Crowd Forecast': '33%'}, 'No': {'Correct?': False, 'Final Crowd Forecast': '67%'}}"
Will the Israeli Defense Forces (IDF) invade Lebanon with tanks and/or armored vehicles before 15 March 2024?,"Dec 15, 2023 06:00PM UTC","Mar 15, 2024 07:01AM UTC","['City University of Hong Kong Challenge', 'In the News 2024', 'Middle East in Focus']","['Society', 'Foreign Policy', 'Security and Conflict', 'Non-US Politics']","As fighting in Gaza continues, Israel remains concerned about a potential second front opening to the north by Iran-backed Hezbollah in Lebanon (US News & World Report, Al-Monitor, Jewish Press). For the purposes of this question, the IDF will be deemed to have invaded Lebanon if its forces, including ten or more tanks and/or armored vehicles, cross the ""Blue Line"" into Lebanon and remain in Lebanon for more than 36 hours (UN Interim Force in Lebanon, Britannica - Armoured Vehicle). Whether the IDF has invaded Lebanon will be determined using credible open-source media reporting. The question will close retroactively as of the beginning of the IDF invasion of Lebanon.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '98%'}}"
Which 2024 Republican presidential candidate will win the most pledged delegates for the Republican National Convention?,"Sep 11, 2023 09:00AM UTC","Mar 13, 2024 02:00AM UTC","['Thinking Analytically in an Uncertain World — Harvard Kennedy School Challenge (2023)', 'In the News 2024', '2024 US Election Challenge']","['Leader Entry/Exit', 'US Politics', 'Elections and Referenda']","Pledged (aka bound) delegates are bound to vote for the candidate selected per the primary or caucus results in their respective jurisdictions in at least the first round at the Republican National Convention (Ballotpedia - Republican Delegate Rules 2024). As of the launch of this question, the first contest in the Republican primary season for the 2024 presidential election is the Iowa caucuses scheduled for 15 January 2024, with the last four primaries scheduled for 4 June 2023 (270 to Win). Any litigation concerning a candidate's eligibility to be president is immaterial.","{'Ron DeSantis': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Nikki Haley': {'Correct?': False, 'Final Crowd Forecast': '6%'}, 'Mike Pence': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Vivek Ramaswamy': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Donald Trump': {'Correct?': True, 'Final Crowd Forecast': '93%'}, 'Someone else': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
What will be the lowest reported Antarctic sea ice extent in 2024 as of 12 March 2024?,"Sep 22, 2023 05:00PM UTC","Mar 12, 2024 07:01AM UTC",['In the News 2024'],['Environment'],"Antarctic sea ice extent, a measure of the ocean area in the southern hemisphere that's at least 15% sea ice, has been lower than the historic range in 2022 and 2023 (BBC). The question will be suspended on 11 March 2024 and the outcome determined using graph data as provided by the National Snow & Ice Data Center's (NSIDC's) ""Charctic Interactive Sea Ice Graph"" at approximately 5:00PM ET on 12 March 2024 (Charctic Interactive Sea Ice Graph, click ""Antarctic"" on the left side above the graph, About Charctic Data). Other site data would be immaterial. As of the launch of this question, the lowest daily reported antarctic sea ice extent in 2023 was 1.788 million sq. km on 21 February.","{'Less than 1.7 million sq. km': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 1.7 million sq. km and 2.0 million sq. km, inclusive': {'Correct?': True, 'Final Crowd Forecast': '99%'}, 'More than 2.0 million sq. km but less than 2.3 million sq. km': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 2.3 million sq. km and 2.6 million sq. km, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 2.6 million sq. km but less than 2.9 million sq. km': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 2.9 million sq. km and 3.2 million sq. km, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 3.2 million sq. km': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
What will be the 12-month percentage change in the US Consumer Price Index (CPI) for February 2024?,"Dec 01, 2023 06:00PM UTC","Mar 01, 2024 08:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Society', 'Economic Policy', 'Economic Indicators']","Inflation in the US has been cooling in 2023 but remains above the Federal Reserve's target of 2% (CNBC, Investopedia - CPI). The question will be suspended on 29 February 2024 and the outcome determined using the 12-month percentage change for February 2024 as first released by the Bureau of Labor Statistics (BLS) for ""All items"" as reported by the Federal Reserve Economic Data (FRED) database, expected in March 2024 (FRED, click ""EDIT GRAPH"" and change ""Units"" to ""Percent Change from Year Ago""). As of the launch of this question, the change for February 2023 was 5.98644%.","{'Up by less than 1.200% or down': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Up by between 1.200% and 1.800%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Up by more than 1.800% but less than 2.400%': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'Up by between 2.400% and 3.000%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '39%'}, 'Up by more than 3.000% but less than 3.600%': {'Correct?': True, 'Final Crowd Forecast': '51%'}, 'Up by between 3.600% and 4.200%, inclusive': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Up by more than 4.200%': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
"Before 11 March 2024, will Egypt officially allow Palestinian refugees from the Gaza Strip who are not foreign nationals of a UN member state to enter Egypt?","Dec 11, 2023 06:00PM UTC","Mar 11, 2024 07:01AM UTC","['In the News 2024', 'Middle East in Focus']","['Society', 'Foreign Policy', 'Security and Conflict', 'Non-US Politics']","As Israel's offensive in Gaza moves south toward the Egypt-Gaza border, concerns grow and contingencies are considered for a potential refugee crisis (Axios, i24, US News & World Report). Opening its border for individualized circumstances (e.g., medical evacuations, employees of specific organizations, family members of particular persons) alone would not count. Allowing refugees to enter Egypt in order to continue on to a different location would count. An announcement alone without evidence that Palestinians have actually crossed into Egypt would not count, and allowing refugees from Gaza who entered Egypt without authorization to stay or go on to another location would not count.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '99%'}}"
Which country will win the 2024 Concacaf W Gold Cup?,"Feb 09, 2024 06:00PM UTC","Mar 10, 2024 08:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]",['Sports'],"The 2024 Concacaf [Women's] Gold Cup, a tournament with best teams from North and South America, is scheduled to take place in the US from 17 February 2024 to 10 March 2024 (Concacaf). Fifteen national teams are scheduled to participate (Fox Sports).","{'Argentina': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Brazil': {'Correct?': False, 'Final Crowd Forecast': '24%'}, 'Canada': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Costa Rica': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Mexico': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'United States': {'Correct?': True, 'Final Crowd Forecast': '68%'}, 'Another Team': {'Correct?': False, 'Final Crowd Forecast': '3%'}}"
Which film will win the 2024 Oscar for Best Actor?,"Jan 24, 2024 04:00PM UTC","Mar 10, 2024 08:01AM UTC",['In the News 2024'],"['Business', 'Society', 'Entertainment']","The 96th Academy Awards, known as the Oscars, are scheduled for 10 March 2024 (Oscars, CBS News). In the event of a tie, the film with the higher box office total through and including 9 March 2024 according to Box Office Mojo would be deemed the winner.","{'Bradley Cooper (Maestro)': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Colman Domingo (Rustin)': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Paul Giamatti (The Holdovers)': {'Correct?': False, 'Final Crowd Forecast': '7%'}, 'Cillian Murphy (Oppenheimer)': {'Correct?': True, 'Final Crowd Forecast': '85%'}, 'Jeffrey Wright (American Fiction)': {'Correct?': False, 'Final Crowd Forecast': '2%'}}"
Which film will win the 2024 Oscar for Best Actress?,"Jan 24, 2024 04:00PM UTC","Mar 10, 2024 08:01AM UTC",['In the News 2024'],"['Business', 'Society', 'Entertainment']","The 96th Academy Awards, known as the Oscars, are scheduled for 10 March 2024 (Oscars, CBS News). In the event of a tie, the film with the higher box office total through and including 9 March 2024 according to Box Office Mojo would be deemed the winner.","{'Annette Bening (Nyad)': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Lily Gladstone (Killers of the Flower Moon)': {'Correct?': False, 'Final Crowd Forecast': '56%'}, 'Sandra Hüller (Anatomy of a Fall)': {'Correct?': False, 'Final Crowd Forecast': '6%'}, 'Carey Mulligan (Maestro)': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Emma Stone (Poor Things)': {'Correct?': True, 'Final Crowd Forecast': '34%'}}"
Which film will win the 2024 Oscar for Best Picture?,"Jan 24, 2024 04:00PM UTC","Mar 10, 2024 08:01AM UTC",['In the News 2024'],"['Business', 'Society', 'Entertainment']","The 96th Academy Awards, known as the Oscars, are scheduled for 10 March 2024 (Oscars, CBS News). In the event of a tie, the film with the higher box office total through and including 9 March 2024 according to Box Office Mojo would be deemed the winner.","{'American Fiction': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Anatomy of a Fall': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Barbie': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'The Holdovers': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Killers of the Flower Moon': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Maestro': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Oppenheimer': {'Correct?': True, 'Final Crowd Forecast': '81%'}, 'Past Lives': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Poor Things': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'The Zone of Interest': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
